name,SMILES,core_type,substituent_pattern,MW,fosc,DEST_dDFT,DEST_corrected_linear,DEST_corrected_shift,FM_linear,FM_shift,status,prior_invest_flag_ddft,prior_invest_flag_od,od_eV,adc2_DEST_eV,adc2_fosc_S1,adc2_evidence,scscc2_DEST_eV,scscc2_fosc_S1,evidence_level,display_status,evidence_notes
5AP_Me_Ph,Cc1nc2nc3nccnc3nc2nc1-c1ccccc1,5AP,Me_Ph,274.290000,0.000026,0.204500,-0.100255,-0.066767,0.000003,0.000002,complete,true,true,-3.7533,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_OMe_Ph,COc1nc2nc3nccnc3nc2nc1-c1ccccc1,5AP,OMe_Ph,290.290000,0.000044,0.192900,-0.106636,-0.078367,0.000005,0.000003,complete,true,true,-3.9261,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_NMe2_mono_A,CN(C)c1cnc2nc3nccnc3nc2n1,5AP,NMe2_mono_A,227.230000,0.000032,0.225800,-0.088538,-0.045467,0.000003,0.000001,complete,true,true,-4.4806,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_NEt2_mono_A,CCN(CC)c1cnc2nc3nccnc3nc2n1,5AP,NEt2_mono_A,255.280000,0.000034,0.227500,-0.087603,-0.043767,0.000003,0.000001,complete,true,true,-4.4545,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_NPh2_mono_A,c1ccc(N(c2ccccc2)c2cnc3nc4nccnc4nc3n2)cc1,5AP,NPh2_mono_A,351.370000,0.000107,0.215800,-0.094039,-0.055467,0.000010,0.000006,complete,true,true,-4.4684,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_Cz_mono_A,c1ccc2c(c1)c1ccccc1n2-c1cnc2nc3nccnc3nc2n1,5AP,Cz_mono_A,349.360000,0.000037,0.206800,-0.098990,-0.064467,0.000004,0.000002,complete,true,true,-3.2080,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_CF3_mono_A,FC(F)(F)c1cnc2nc3nccnc3nc2n1,5AP,CF3_mono_A,252.160000,0.000023,0.210700,-0.096845,-0.060567,0.000002,0.000001,complete,true,true,-3.2548,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_CN_mono_A,N#Cc1cnc2nc3nccnc3nc2n1,5AP,CN_mono_A,209.170000,0.000018,0.206400,-0.099210,-0.064867,0.000002,0.000001,complete,true,true,-3.2309,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_Me_mono_A,Cc1cnc2nc3nccnc3nc2n1,5AP,Me_mono_A,198.190000,0.000031,0.208600,-0.098000,-0.062667,0.000003,0.000002,complete,true,true,-3.4839,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_OMe_mono_A,COc1cnc2nc3nccnc3nc2n1,5AP,OMe_mono_A,214.190000,0.000023,0.206000,-0.099430,-0.065267,0.000002,0.000002,complete,true,true,-3.7727,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
5AP_Ph_mono_A,c1ccc(-c2cnc3nc4nccnc4nc3n2)cc1,5AP,Ph_mono_A,260.260000,0.000023,0.198900,-0.103336,-0.072367,0.000002,0.000002,complete,true,true,-3.8098,,,,,,multi_screen_invest_candidate,screening-only,ΔDFT-corr<-0.05; KS-OD INVEST
DABNA-1,c1ccc(B2c3cc4c(cc3-c3cc5c(cc32)c2ccccc2n5-c2ccccc2)c2ccccc2n4-c2ccccc2)cc1,BN-PAH,DABNA_base,570.500000,0.000988,0.344600,-0.023188,0.073333,0.000023,0.000000,complete,false,false,-1.7594,,,,,,none,,
tBu-DABNA,CC(C)(C)c1ccc(-n2c3ccccc3c3cc4c(cc32)B(c2ccccc2)c2cc3c5ccccc5n(-c5ccc(C(C)(C)C)cc5)c3cc2-4)cc1,BN-PAH,DABNA_tBu,682.720000,0.001263,0.341700,-0.024784,0.070433,0.000031,0.000000,complete,false,false,-1.7466,,,,,,none,,
v-DABNA,c1ccc(B2c3cc4c5ccccc5n(-c5ccccc5)c4cc3-c3ccc4c5ccccc5n(-c5ccccc5)c4c32)cc1,BN-PAH,DABNA_ext,570.500000,0.002468,0.415800,0.015978,0.144533,0.000000,0.000000,complete,false,false,-1.6982,,,,,,none,,
Cz-BN,c1ccc2c(c1)NB2c1ccccc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,BN-PAH,BN_Cz_mono,420.320000,0.010931,0.534200,0.081108,0.262933,0.000000,0.000000,complete,false,false,-0.8915,,,,,,none,,
TPBD-NPh2,c1ccc(N(c2ccccc2)c2ccc(B(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,BN-PAH,BN_triphenylamine,743.760000,0.014138,0.160600,-0.124404,-0.110667,0.001759,0.001565,complete,true,false,,,,,,,screening_invest_candidate,screening-only,ΔDFT-corr<-0.05
BCz3,c1ccc2c(c1)c1ccccc1n2-c1ccc(B(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,BN-PAH,BN_Cz3,737.720000,0.399722,0.058300,-0.180677,-0.212967,0.072221,0.085127,complete,true,false,,,,,,,screening_invest_candidate,screening-only,ΔDFT-corr<-0.05
CzBN-lin,c1ccc(B2c3cc(-n4c5ccccc5c5ccccc54)ccc3-c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,BN-PAH,BN_2Cz_cyclic,570.500000,0.013177,0.279200,-0.059164,0.007933,0.000780,0.000000,complete,true,false,-1.8859,,,,,,screening_invest_candidate,screening-only,ΔDFT-corr<-0.05
POZ-BN,c1ccc(B(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc1,BN-PAH,BN_POZ_tri,604.520000,0.012509,-0.194600,-0.319794,-0.465867,0.004000,0.005828,complete,true,false,-1.5419,+0.0386,0.102430,borderline,,,adc2_borderline,adc2-borderline,ΔDFT-corr<-0.05; ADC(2)=+0.039eV
BN-naph,c1ccc2c(c1)NB2c1ccccc1-c1cccc2cccnc12,BN-PAH,BN_azaborine,306.180000,0.000704,-0.539800,-0.509683,-0.811067,0.000359,0.000571,complete,true,false,-2.6930,,,,,,screening_invest_candidate,screening-only,ΔDFT-corr<-0.05
BN-CF3,FC(F)(F)c1ccc2c(c1)B(N(c1ccc(N(c3ccccc3)c3ccccc3)cc1)c1ccc(N(c3ccccc3)c3ccccc3)cc1)c1ccc(C(F)(F)F)cc1-2,BN-PAH,BN_CF3_NPh2,801.640000,0.280766,0.087200,-0.164780,-0.184067,0.046265,0.051680,complete,true,false,-1.5086,,,,,,screening_invest_candidate,screening-only,ΔDFT-corr<-0.05
