mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc
S1627,CC(C)(C)NC1=C2N(C=NC2=CC(=C1)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(F)(F)F)C(F)(F)F)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC(C)(C)C)=C45)N4C5=CC=C(C=C5C5=CC(=CC=C45)C(F)(F)F)C(F)(F)F)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1628,BC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(B)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1629,NC1=NC=NC2=C1N(C=N2)C1=NC2=NC=NC3=NC(N4C=NC5=C4C(N)=NC=N5)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1630,NC1=NC2=C(N(C=N2)C2=NC3=NC=NC4=NC(N5C=NC6=C5C(N)=NC(N)=N6)=C5C=CC2=C5N34)C(N)=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1631,O=C1NC2=C(N=CN2C2=NC3=NC=NC4=NC(N5C=NC6=C5NC(=O)NC6=O)=C5C=CC2=C5N34)C(=O)N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1632,CB(C)C1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(B(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1633,CN(C)C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N(C)C)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1634,CN1C(=O)NC2=C(N=CN2C2=NC3=NC=NC4=NC(N5C=NC6=C5NC(=O)N(C)C6=O)=C5C=CC2=C5N34)C1=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1635,C1CCN(C1)C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4CCCC4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1636,C1=CN(C=C1)C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1637,NC1=CC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4N)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1638,NC1=CC=NN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4N=CC=C4N)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1639,NC1=CN=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=NC=C4N)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1640,NC1=NC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CN=C4N)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1641,CNC1=CC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4NC)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1642,NC1=CC=CN1C1=C2N=CN(C2=C(N)C=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC(N)=C45)N4C=CC=C4N)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1643,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(C)=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1644,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(N)=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1645,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(O)=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1646,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(F)=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1647,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23)C#N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1648,O=C1NC2=C(N=CN2C2=NC3=NC=NC4=NC(N5C=NC6=C5NC(=O)N(C5=CC=CC=C5)C6=O)=C5C=CC2=C5N34)C(=O)N1C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1649,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23)[N+]([O-])=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1650,CC(C)NC1=CC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4NC(C)C)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1651,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1652,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CN=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CN=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1653,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=N1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=N4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1654,CC(C)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1655,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23)C(F)(F)F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1656,C1CC1NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC6CC6)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1657,C1CC1N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6CC6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1658,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(C)=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1659,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(N)=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1660,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(O)=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1661,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(F)=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1662,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C#N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1663,CN1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C)=C45)=C4C=CC1=C4N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1664,CC(C)(C)NC1=CC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4NC(C)(C)C)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1665,CC(C)(C)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C(C)(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1666,C1CC(C1)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC6CCC6)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1667,C1CC(C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6CCC6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1668,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)[N+]([O-])=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1669,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C(F)(F)F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1670,C1CCC(C1)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC6CCCC6)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1671,C1CCC(C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6CCCC6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1672,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1673,C1CCC(CC1)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC(=CC(NC6CCCCC6)=C45)N4C=CC=C4)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1674,C1CCC(CC1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6CCCCC6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1675,N(C1=CC=CN1C1=C2N=CN(C2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=C(C=CC=C45)N4C=CC=C4NC4=CC=CC=C4)=C4C=CC1=C4N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1676,N(C1=CC=CN1C1=CC=NC=C1)C1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC=NC=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1677,N(C1=CC=CN1C1=CN=CC=C1)C1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC=CN=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1678,N(C1=CC=CN1C1=CC=CC=N1)C1=C2N(C=NC2=CC=C1)C1=C2C=CC3=C2N2C(N=CN=C2N=C3N2C=NC3=CC=CC(NC4=CC=CN4C4=NC=CC=C4)=C23)=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1679,C1=CC2=C(N=C3N=CN=C4N=C(N5C=NC6=CC=CC(B(C7=CC=CC=C7)C7=CC=CC=C7)=C56)C1=C2N34)N1C=NC2=CC=CC(B(C3=CC=CC=C3)C3=CC=CC=C3)=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1680,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1681,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1682,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C(C)(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1683,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C1CCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1684,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1CCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1685,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1C=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1686,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1C=CN=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1687,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1C=CC=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1688,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)C1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1689,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1690,CC1=CC=C(C=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC=C(C)C=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1691,CC1=CC=CC(=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC(C)=CC=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1692,CC1=CC(=CN=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC(C)=CN=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1693,CC1=CC=C(C=N1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=C2C=CC3=C2N2C(N=CN=C2N=C3N2C=NC3=CC=CC(NC4=CC=CN4C4=CN=C(C)C=C4)=C23)=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1694,CC1=CC=NC=C1N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=C(C)C=CN=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1695,CC1=C(C=CC=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=C(C)C=CC=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1696,CC1=NC=CC=C1N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=C2C=CC3=C2N2C(N=CN=C2N=C3N2C=NC3=CC=CC(NC4=CC=CN4C4=C(C)N=CC=C4)=C23)=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1697,CC1=CC(=CC(C)=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC(C)=CC(C)=C6)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1698,CC(C)NC1=C2N(C=NC2=CC(=C1)N1C=CC=C1)C1=NC2=NC(=NC3=NC(N4C=NC5=CC(=CC(NC(C)C)=C45)N4C=CC=C4)=C4C=CC1=C4N23)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1699,CC(C)(C)C1=CC=C(C=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC=C(C=C6)C(C)(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1700,CC(C)(C)C1=CC=CC(=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC(=CC=C6)C(C)(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1701,CC(C)(C)C1=C(C=CC=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=C(C=CC=C6)C(C)(C)C)=C45)=C4C=CC1=C4N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1702,CC(C)(C)C1=CC(=CC(=C1)N1C=CC=C1NC1=C2N(C=NC2=CC=C1)C1=NC2=NC=NC3=NC(N4C=NC5=CC=CC(NC6=CC=CN6C6=CC(=CC(=C6)C(C)(C)C)C(C)(C)C)=C45)=C4C=CC1=C4N23)C(C)(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1703,C1=CC=C(C=C1)C1=CC2=CC=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1704,NC1=CC=CC=C1C1=CC2=CC=CC3=CC(=NC(=N1)N23)C1=C(N)C=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1705,NC1=CC=C(C=C1)C1=CC2=CC=CC3=CC(=NC(=N1)N23)C1=CC=C(N)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1706,NC1=CC(N)=C(C=C1)C1=NC2=NC(=CC3=CC=CC(=C1)N23)C1=CC=C(N)C=C1N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1707,C1=CC=C(C=C1)C1=CC2=CC=CC3=NC(=NC(=N1)N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1708,NC1=CC=CC=C1C1=CC2=CC=CC3=NC(=NC(=N1)N23)C1=C(N)C=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1709,NC1=CC=C(C=C1)C1=CC2=CC=CC3=NC(=NC(=N1)N23)C1=CC=C(N)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1710,NC1=CC(N)=C(C=C1)C1=NC2=NC(=CC3=CC=CC(=N1)N23)C1=CC=C(N)C=C1N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1711,C1=CC=C(C=C1)C1=NC2=CC=CC3=NC(=NC(=N1)N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1712,NC1=CC=C(C=C1)C1=NC2=CC=CC3=NC(=NC(=N1)N23)C1=CC=C(N)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1713,NC1=CC(N)=C(C=C1)C1=NC2=NC(=NC3=CC=CC(=N1)N23)C1=CC=C(N)C=C1N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1714,NC1=CC=CC=C1C1=NC2=NC=NC3=NC(=CC(=C1)N23)C1=C(N)C=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1715,NC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(N)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1716,NC1=CC(N)=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(N)C=C1N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
L1,C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=C(C=C1)C1=NC2=NC(=NC3=NC(=NC(=N1)N23)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
L2,CC1=CC(=CC=C1F)C1=NC2=NC(=NC3=NC(=NC(=N1)N23)C1=CC=C(F)C(C)=C1)C1=CC=C(F)C(C)=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
