mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc,mw,logp,tpsa,hbd,hba,rot_bonds,aromatic_rings,ring_count,n_count,b_count,o_count,s_count,heteroatom_ratio,heavy_atom_count,num_atoms,fraction_csp3,num_amide_bonds,num_bridgehead_atoms,num_spiro_atoms,num_hetero_cycles,num_aromatic_hetero_cycles,num_saturated_rings,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,fp_pc17,fp_pc18,fp_pc19,fp_pc20,fp_pc21,fp_pc22,fp_pc23,fp_pc24,fp_pc25,fp_pc26,fp_pc27,fp_pc28,fp_pc29,fp_pc30,fp_pc31,fp_pc32,homo_spacing,lumo_spacing,stda_s1_ev,stda_t1_ev,stda_dest_ev,stda_fosc
S667,[H]N(C1=CC=NC=C1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=NC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,673.829,7.741600000000009,109.0,2,11,8,4,9,11,0,0,0,0.2156862745098039,51,51,0.25,0,0,0,7,2,2,-2.6207998883436896,4.208578692389956,0.2778820504796253,-1.4665779710316953,-1.4223966391826173,0.99827055960648,-0.0843724747366814,0.5700986262732822,-0.3121540336021881,0.0817648970099288,-0.3717770859442643,0.1673480161963765,0.1015480391928589,-0.5644701949616777,0.233635055693241,0.4295630388835423,-0.7397420532541777,0.4482500609393688,0.9792146274731206,0.8429906087208265,-0.0926562945142768,-0.3938530932589307,-0.0091136362912491,0.0032341102684553,-0.3134103795241252,0.4478818239842125,0.3955347867598395,-0.0870871257015437,-0.4007970923006008,-0.1807308769590608,-0.0509067920217358,0.6912665648454184,,,,,,
S668,[H]N(C1=CC=CN=C1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CN=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,673.829,7.741600000000009,109.0,2,11,8,4,9,11,0,0,0,0.2156862745098039,51,51,0.25,0,0,0,7,2,2,-2.4514140063009315,4.274613773997925,0.4628398022952059,-1.4624508199279085,-1.371996816652303,1.1503708923176714,0.0986599366422811,0.6176059490920972,-0.0538734742297788,0.2176948065478439,-0.5513243994246317,0.1227104167538208,0.1780988504475337,-0.4858887202698915,0.1551738900835758,0.7581406362601927,-0.5411056041460854,0.3626209859709377,0.7841843444950138,1.0156943213957403,-0.249597693332483,-0.5719237964495982,-0.0653747940974655,-0.0620046168885285,-0.1829806686596187,0.4596946917027298,0.3206060625781902,-0.1943271051904914,-0.038978797836822,-0.2975869048269094,0.054885513632904,0.5372164279867668,,,,,,
S669,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,673.829,7.741600000000009,109.0,2,11,8,4,9,11,0,0,0,0.2156862745098039,51,51,0.25,0,0,0,7,2,2,-2.4635422595479324,4.482261108600126,0.2520046071816155,-1.3802271976760456,-1.1567971840964892,1.160019551232654,-0.1557155868599715,0.2589842428526634,0.1687534712131577,0.3091079170192357,-0.801590883647273,-0.0683065049021933,0.7805317556926369,-0.403019167679275,0.5171127037095805,0.8571603723709513,-0.4243312549198584,0.1911904038581154,0.8060821318251753,0.8505792956605022,0.5427841301430454,-0.3799136220805811,-0.7363994594124108,-0.2464144321398067,0.376647889958465,0.933671021174131,0.1459458208721866,-0.4810662060316276,-0.3302802686050359,-0.6142063297105699,0.8507855544974452,0.0440401933971166,,,,,,
S670,[H]N(C1=CC=C(C)C=C1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)C=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,699.9069999999999,9.56844,83.21999999999998,2,9,8,4,9,9,0,0,0,0.1698113207547169,53,53,0.2727272727272727,0,0,0,5,0,2,-2.6576179169519376,4.365789018625297,0.1117306227408252,-1.424398102894023,-1.2281465850277822,0.8667150363586489,-0.188467690177851,0.5572544335108282,-0.5963674230718791,0.0884168411632145,0.1049788354083501,0.295896938157999,-0.0413696105480273,-0.3405483257410577,-0.1913519045464076,0.3326493312678371,-0.5608540526734495,0.1379939013348242,0.7546675762819696,0.5518638832529733,-0.081714889268269,-0.7039848392653588,-0.0680780837887554,-0.0454341717418628,-0.2897221904727285,-0.0658569703091845,0.347910487334315,-0.1628640750156247,0.0223799495319199,0.03954414620887,-0.2737377864817069,0.7694640696075885,,,,,,
S671,[H]N(C1=CC=C(O)C=C1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O)C=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,703.851,8.362800000000009,123.68,4,11,8,4,9,9,0,2,0,0.2075471698113207,53,53,0.238095238095238,0,0,0,5,0,2,-2.6984380357562405,4.136514516736733,0.0650445697812009,-1.504601275353273,-1.4118323031412026,0.9213164407417272,-0.0529129526218157,0.3601375367886521,-0.3560175791950661,-0.1186549937664019,-0.1878499842596502,0.4253274608133361,-0.1338745507199805,-0.6144351884517909,0.0163006764268551,0.6636955237761728,-0.6083068919670156,0.3389976192614059,0.8942778748204042,0.7850896773092174,-0.0482595182477299,-0.5132177765317743,-0.0644548441264772,-0.1077405075049191,-0.4429761131841314,0.4282946612267597,0.2151291073993342,-0.2378673531066794,-0.2277188993779772,-0.0326019013829267,-0.6493569533380799,0.4385803961815571,,,,,,
S672,[H]N(C1=CC=C(F)C=C1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(F)C=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,707.833,9.2298,83.21999999999998,2,9,8,4,9,9,0,0,0,0.2075471698113207,53,53,0.238095238095238,0,0,0,5,0,2,-2.685473231791229,4.215511131161326,0.1324883037874971,-1.4241359412391688,-1.1901678390241184,1.1327837302252566,-0.0654187906587331,0.4818107312320496,-0.5294151754017498,-0.3153400717669237,-0.2872206475044355,0.2769615291463584,-0.0505359051550317,-0.4929453699561705,0.1881860022632877,0.4976382687402405,-0.7584454399461142,0.7621716733019706,0.6406803232699588,0.8093359319995111,-0.021626165941843,-0.4722859031847731,-0.0699349950192105,0.0866512727340499,-0.2689830360747725,0.368448927572448,0.0981544936261138,-0.3170303703860251,-0.2210885130245673,0.3761987716874836,-0.7242162400055554,0.5966416098149459,,,,,,
S673,[H]N(C1=CC=C(C=C1)C#N)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C=C1)C#N)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,721.8729999999997,8.694960000000004,130.8,2,11,8,4,9,11,0,0,0,0.2,55,55,0.2272727272727272,0,0,0,5,0,2,-2.650683457964748,4.2262150497813,0.1955107829103548,-1.5313531599340942,-1.3380715801756182,1.0281179883318154,-0.1198014638545663,0.5889405151693666,-0.2440846703548878,0.1240461158748402,-0.3309526614089753,0.1251003135127105,-0.206520138344681,-0.1504202430574368,0.017216582301784,0.8443570399186409,-0.703884050759504,0.3678101575609926,1.6755914725270973,0.6043538500345936,0.50318794935709,-0.0645863560376487,0.387457745026989,-0.0498010627606254,0.4599817055951911,-0.0591848797792784,0.1600433386661696,0.1015045441237191,-0.2254816313332203,-0.0671164127616334,-1.1361426276233235,0.1316396140032239,,,,,,
S674,[H]N(C1=CC=C(C=C1)C(F)(F)F)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C=C1)C(F)(F)F)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,807.8469999999996,10.989199999999991,83.21999999999998,2,9,8,4,9,9,0,0,0,0.2542372881355932,59,59,0.2727272727272727,0,0,0,5,0,2,-2.783075793442344,4.208625507478661,0.0321025761599826,-1.33933140414562,-1.114588529790609,1.0529469269005711,0.066346696506216,0.5789007103718428,-0.7670660508169203,-0.3797449022100353,-0.4783680948323707,-0.1545943161163401,0.2538044044138855,-0.2419329389879481,0.301405962160673,0.3147942669678443,-1.2912481948597994,1.510467879188472,0.1769677372008468,0.7873523798353154,-0.128646461481494,-0.493326130271765,-0.3348736525613846,0.1888748118164713,-0.2974078283259573,0.3676854982257517,-0.0058018414912782,-0.3350802000177462,-0.1123458430270288,0.2494346044599646,-0.8535232142905577,0.2950089443851711,,,,,,
S675,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CC1)N([H])C)N1CC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,463.54900000000026,3.207200000000001,82.76,2,9,6,2,7,9,0,0,0,0.2571428571428571,35,35,0.2307692307692307,0,0,0,5,0,2,-2.7820201667840654,3.580504406424652,-0.2070433028545779,-1.2990433457351915,-0.6407449030119108,0.9762375998783628,-0.0933944102597963,0.1692978118070284,-0.8589799588553142,0.7346930929071974,0.1119676868757091,1.0094362757351942,0.0788114148687002,-0.6300865039793664,-0.1570631104956875,0.1961942916800891,0.1468940356320956,0.2515424335268219,0.1836297323523454,0.5522271469812803,0.1124071168109944,-0.300385093740397,-0.631021094427004,-0.2400480578843884,0.5271188313160736,-0.4537325320178664,0.2788764662098291,0.1243670489844272,-0.5107190841351149,0.6516619239884716,0.0095122109060452,0.8904080573423465,,,,,,
S676,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCC1)N([H])C)N1CCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,491.6030000000004,3.9874000000000023,83.21999999999998,2,9,6,2,7,9,0,0,0,0.2432432432432432,37,37,0.2857142857142857,0,0,0,5,0,2,-2.798591984028586,3.7119571870537023,-0.1345961688714667,-1.395073856328091,-0.637941219936891,0.9015513187756568,-0.065614841160144,0.2390529427162309,-0.8751388278145769,0.6786668492714011,0.1136316701977052,0.9413150797731668,0.0916645591095694,-0.7072426199329498,-0.1744177788582674,0.2353509749080338,0.1296150115158333,0.213834403890566,0.2307091521333338,0.5956903515655048,0.1056020482638301,-0.2970443216688362,-0.6951523296161408,-0.239074798904401,0.4886912878140831,-0.354859179396373,0.2802431262037557,0.1727355540841734,-0.4822351430668685,0.63079894706707,-0.1183570617066945,0.8652711851324109,,,,,,
S677,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1C=CC=C1)N([H])C)N1C=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,511.5930000000001,5.148600000000004,86.6,2,7,6,4,7,9,0,0,0,0.2307692307692307,39,39,0.0666666666666666,0,0,0,5,2,0,-2.364893587555669,3.112156258139997,-0.630804462186025,-0.841271556455202,-0.5747911999797128,1.2784725254275684,0.0122963157425861,0.7118429890015568,-0.2580318574888068,0.9313725079561834,0.1523166082574777,1.5811964027967993,0.367350033495058,-0.9232368145210724,-0.4883776380856892,-0.3892054813759992,0.6782573870134586,0.3733531460594326,-0.3369946756462438,0.294288545680862,0.0505280917668992,-0.3071110298070666,-0.4654364500452028,-0.2367324764878992,1.148592530278299,-0.6631381240138313,0.6597921163242493,-0.0598853230851961,0.2170364414277595,0.6171626798550037,0.0849965586969654,0.3932995569324876,,,,,,
S678,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=C(O)C=C1)C1=C(C=C(C=C1)N(C)C)N([H])C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,559.6780000000001,4.823300000000005,103.45,3,10,7,3,6,9,0,1,0,0.238095238095238,42,42,0.1875,0,0,0,3,0,0,-1.8672019428722504,2.880487188752362,0.433465706457003,0.6340820963645258,1.0226358679191732,-0.014239582187922,0.5862507679686595,-0.9617413357876048,-0.4279075228747247,1.7949909779151048,1.73821266317543,2.074893856985504,-0.4282988310807678,0.0089968945273941,0.3465805803294264,-0.2423958841414236,0.3890999417221684,0.7337614242794553,-0.4092256208408226,-0.7460361661276635,-0.4440071539621838,0.312511217202457,0.1586847981150941,0.0191548250308918,0.7762255342354105,0.1741968572472149,-0.2979967997736855,-0.3083925216858493,-0.6109843714842201,-0.4012883213769723,-0.0706618244953209,0.180961022922412,,,,,,
S679,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=C(C=C1)C#N)C1=C(C=C(C=C1)N(C)C)N([H])C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,568.6890000000001,4.989380000000005,107.01,2,10,7,3,6,10,0,0,0,0.2325581395348837,43,43,0.1818181818181818,0,0,0,3,0,0,-1.8194473650807572,2.970187721796929,0.563931919586157,0.6073302117837047,1.0963965908847575,0.0925619654021661,0.5193622567359086,-0.7329383574068903,-0.3159746140345464,2.037692087556347,1.5951099860261049,1.774666709684878,-0.5009444187054682,0.4730118399217484,0.3474964862043553,-0.0617343679989555,0.2935227829296802,0.7625739625790419,0.3720879768658706,-0.9267719934022872,0.1074403136426361,0.7611426376965824,0.6105973872685605,0.0770942697751854,1.679183353014733,-0.3132826837588233,-0.3530825685068501,0.0309793755445492,-0.6087471034394633,-0.435802832755679,-0.557447498780565,-0.1259797592559213,,,,,,
S680,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=C(C=C1)C(F)(F)F)C1=C(C=C(C=C1)N(C)C)N([H])C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,611.6759999999999,6.136500000000006,83.21999999999998,2,9,7,3,6,9,0,0,0,0.2666666666666666,45,45,0.2121212121212121,0,0,0,3,0,0,-1.9518397005583537,2.9525981794942897,0.4005237128357848,0.7993519675721785,1.3198796412697664,0.1173909039709218,0.705510417096691,-0.7429781622044141,-0.8389559944965789,1.5339010694714712,1.4476945526027092,1.4949720800558275,-0.0406198759469017,0.3814991439912371,0.6316858660632443,-0.5912971409497522,-0.293841361170615,1.905231684206521,-1.12653575846038,-0.7437734636015658,-0.5243940971959478,0.3324028634624664,-0.1117340103198132,0.3157701443522823,0.9217938190935844,0.113587694246207,-0.518927748664298,-0.4056053685969161,-0.4956113151332718,-0.1192518155340807,-0.2748280854477987,0.0373895711260258,,,,,,
S681,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)N([H])C)N(C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,715.8650000000001,10.506799999999991,83.21999999999998,2,9,10,6,9,9,0,0,0,0.1636363636363636,55,55,0.0434782608695652,0,0,0,3,0,0,-2.451317951072599,2.7255698904955,-0.4958853602770087,0.4114421765316665,-0.2951788333955872,1.6494049228371503,0.0251268784457736,0.1454745348161166,-0.2399216429373422,2.561391625441766,0.4138874785855062,1.8031718088182145,0.1348880823298215,-0.6213333602192979,0.417702051266443,0.2704922329893581,0.4967194001055974,0.7354981489011343,-0.3855480755050558,0.1701045350603222,-0.3967624495759538,-0.0988656288409102,-0.3810059122640634,-0.5287919487811484,0.5249176605188263,-0.5109988507154435,0.2965832652807853,0.0964849982114767,-0.5585208625363332,0.8553334659277945,-0.1211152413685154,0.2517202933987045,,,,,,
S682,[H]N(C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1C2=CC=CC=C2C2=CC=CC=C12)N([H])C)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,711.833,9.761399999999997,86.6,2,7,6,8,11,9,0,0,0,0.1636363636363636,55,55,0.0434782608695652,0,0,0,5,2,0,-2.2967507076275515,3.144614685272769,-0.626992872068657,-0.1491195492844043,-0.0134209187546303,2.082620517324818,-0.1150799108142266,0.276536528454404,0.1884937386386171,0.2860639118055613,-0.0199534254124746,1.580076183882304,0.7331972676160483,-0.8503120462703264,0.0598701148646529,0.8064250827002256,0.3501163986935651,0.0187565221882882,0.153932443855893,-0.0299933627974711,-0.6459294919460432,-0.7565293416444038,-1.0921786894542511,-0.3885279636178643,0.6495496957729635,-1.6106457752551968,0.0776586036401056,0.4257171927193331,-0.5131386739118097,0.6074481169292906,0.1698641971963806,0.8030035000655134,,,,,,
S683,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=CC=C1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,749.9269999999995,9.160100000000002,109.0,2,11,9,5,10,11,0,0,0,0.1929824561403508,57,57,0.217391304347826,0,0,0,7,2,2,-1.6323571440451738,4.89189950610038,1.3878991965847969,-0.3396496796740292,-0.0438010004899903,-0.2421455116710619,0.2290339437329474,-0.5323727324977411,0.9875171681187676,0.0933096972753831,-0.603824324652075,-0.2901840491903688,0.5231793256434744,-0.0959793512159545,1.0090827327447915,0.5092403621728061,0.177495198780805,0.3053451339059335,0.0745013815446873,-0.2929835963269976,0.7642434225170103,-0.128784801092898,-0.6156837893384421,-0.3281759718611944,0.5844828651584273,1.2874888500761188,-0.0057932779081063,-0.6881542840702968,-0.319852336106214,-1.087335033809101,0.713162569563429,-0.3173965865123657,,,,,,
S684,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=NC=C1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,750.9149999999994,8.555100000000007,121.89,2,12,9,5,10,12,0,0,0,0.2105263157894736,57,57,0.2222222222222222,0,0,0,8,3,2,-1.807812958071001,4.826224576113722,1.2085411130211634,-0.6625910173141579,-0.0889784555550914,-0.1918093354238463,0.3047372174218481,-0.4007544261745638,0.8953655291917136,0.1028150263103651,-0.5607456515797893,-0.4526187089210988,0.4474493524712034,-0.0684329606896563,0.8686883108701082,0.6193169158529305,0.0868524074458953,0.3429175811383026,0.1556357470197959,0.0149296886416045,0.5921829351371396,-0.1053321603054697,-0.4693974636279425,-0.1661305911869277,0.6106972424887697,1.263590995616001,0.0633894799585212,-0.6975248584540248,-0.4276414422471517,-1.191588037466886,1.0043838489654455,-0.1814429256116875,,,,,,
S685,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=CN=C1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,750.9149999999994,8.555100000000007,121.89,2,12,9,5,10,12,0,0,0,0.2105263157894736,57,57,0.2222222222222222,0,0,0,8,3,2,-1.8260283199544476,4.842146154657259,1.5212679943255387,-0.5937628056022288,0.1244099399159345,-0.2624506472987961,0.2689836537943213,-0.4851750917702677,0.9987019290166698,0.0580741321441119,-0.6381858886931072,-0.4626777423349192,0.6046686912631505,0.0472612795269967,0.8809590768820063,0.5900905834434742,0.1990184313425786,0.3021028667604524,0.1140981106648588,0.0658208531420723,0.5287814613527072,-0.2234645646673395,-0.3600081947376119,-0.2937419502419863,0.8233425858861045,1.292607403409636,0.0076579189668331,-0.739254004878994,-0.3550295169654377,-1.2617450076354615,1.1479093525687,-0.1672859999025387,,,,,,
S686,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CN=CN=C1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,751.9029999999995,7.95010000000001,134.78,2,13,9,5,10,13,0,0,0,0.2280701754385964,57,57,0.2272727272727272,0,0,0,8,3,2,-1.6928041379454446,4.831316934756924,1.3852307508452912,-0.7062610102378819,0.2192084713551536,-0.2592950912765103,0.2720143835150546,-0.7116174802404062,0.8762970217433136,0.1409196329520661,-0.630027078291189,-0.593510733071746,0.4115866662719162,-0.0506980600128945,0.9363647314282018,0.5834727473035475,0.0611982718786412,0.2586192153645701,0.1434498666617302,0.056468876905334,0.585353572005997,-0.2074310634362994,-0.4495461693646172,-0.462087314783579,0.7826768974573981,1.2074740137574536,0.0506866370703724,-0.6997949779359149,-0.3041198816289018,-1.1404091092110846,1.092318995300043,-0.1205249561514354,,,,,,
S687,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=CC=N1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,750.9149999999994,8.555100000000007,121.89,2,12,9,5,10,12,0,0,0,0.2105263157894736,57,57,0.2222222222222222,0,0,0,8,3,2,-1.889686818227733,4.794123377053542,1.2476031025699958,-0.550417018566999,0.1302106077573004,-0.4084279004223655,0.0992450458433535,-0.4189589532899358,0.8362090729529037,-0.0352126405970386,-0.5797849902197184,-0.4787732607520097,0.4756416719406172,-0.0188874849438277,0.943814301909942,0.6161926369100389,0.0826938668700214,0.1303447009145726,0.1913128764608146,0.058331565497083,0.6786917395050164,-0.1379368389644187,-0.525105413523487,-0.319083114692399,0.6226015128723608,1.2540517188028784,-0.0661365922283239,-0.502028664684146,-0.377962986170006,-0.96702671832348,0.8136055692673025,-0.0023397365835405,,,,,,
S688,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=NC=NC=N1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,752.8909999999994,7.345100000000009,147.67000000000002,2,14,9,5,10,14,0,0,0,0.2456140350877192,57,57,0.2325581395348837,0,0,0,8,3,2,-1.7024033123958593,4.821886778556,1.169226289361676,-0.52139435208146,0.0825455340501563,-0.3490678219678885,0.1259513907812237,-0.5585690990425518,0.8349463915694103,0.0610500612107864,-0.6104608553618589,-0.6176331295791817,0.4177779865114586,-0.0974910828535555,0.937205226487184,0.5667044605192002,-0.0315620745944473,0.2744869119637909,0.2652314702220772,0.125366953849369,0.7303660363741572,-0.2337402606783402,-0.3920553655518494,-0.3937263897867805,0.6797168252231578,1.1637633519825656,0.0043182546345744,-0.5239829509267205,-0.4303654922985439,-0.985781517038136,1.1659393963478382,-0.0121170303505798,,,,,,
S689,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=C(F)C=C1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,767.9169999999993,9.2992,109.0,2,11,9,5,10,11,0,0,0,0.2068965517241379,58,58,0.217391304347826,0,0,0,7,2,2,-1.730551305490831,4.879383079113507,1.318547446766244,-0.5241024550371005,0.2699395037439405,-0.1727355222880832,0.280768205495723,-0.5069536809821326,0.7815907050420124,-0.3036761343751252,-0.5484634759318532,-0.3109925084539673,0.5516735620466162,0.1175797378664471,1.0553411255225955,0.4039249337375635,0.0885918627190327,0.6802144232166396,-0.1004997773667965,-0.0852468705163843,0.7144222482034924,-0.1563745682331123,-0.524514091677124,-0.0986717564838503,0.7744215252277239,1.3584301565411216,-0.1420177835319715,-0.9103064317277948,-0.4488262779790075,-0.7370150640430947,0.5923422403164187,-0.1340725568238999,,,,,,
S690,[H]N(C1=CC=CC=N1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CC=C1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,885.9209999999993,11.197699999999989,109.0,2,11,9,5,10,11,0,0,0,0.2615384615384615,65,65,0.25,0,0,0,7,2,2,-2.041997433577338,4.881835224771197,1.1192346314648158,-0.3419287325932784,0.3387304755406004,-0.3220142900195676,0.2725477547328181,-0.3648309127496579,0.5979230945501153,-0.4335581047731007,-0.7696928553236314,-0.8968773971512201,0.9769944980918734,0.4244296092162268,1.1717787328120135,0.3339039613305731,-0.4665998636961258,1.3392313559456497,-0.5781556155034381,-0.1121953709352859,0.4782922534335837,-0.1542634230238277,-0.7413292820498871,-0.0350838524642049,0.9019021617467092,1.4403802040086315,-0.3252579542765952,-1.1102223780567675,-0.3619642861729067,-0.782101573327316,0.5275503140808917,-0.376791414821697,,,,,,
S691,C1CCN(CC1)C1=CC(NC2=NC=CC=C2)=C(C=C1)C1=NC2=NC(=CC3=CC=CC(=C1)N23)C1=CC=C(C=C1NC1=CC=CC=N1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,671.8529999999998,8.797400000000001,84.27999999999999,2,9,8,4,9,9,0,0,0,0.1764705882352941,51,51,0.238095238095238,0,0,0,7,2,2,-2.117784119779976,4.04953554821317,0.4874098294896329,-0.421516598071381,-0.2100274613680438,-1.4470307759875118,0.7819273495524717,-0.7898833622272055,1.2637257182626818,-0.41481537228408,-0.97933044704279,0.2958685326554695,0.8230454354582792,0.0066625951595144,0.1057071222392003,0.7959775460345678,-0.8033591285223786,0.0651922082483526,0.827497877195381,0.4282733595139649,0.6378354745868888,-0.6073326829652042,-0.4564083309516442,-0.6561794021751011,0.7698180656393708,1.7584542362475006,-0.5042884068323926,0.0746024973038504,0.0867475034066073,-0.3101600759928812,1.1061239520689594,0.2400912870888916,,,,,,
