mol_id,mw,logp,tpsa,hbd,hba,rot_bonds,aromatic_rings,ring_count,n_count,b_count,o_count,s_count,heteroatom_ratio,heavy_atom_count,num_atoms,fraction_csp3,num_amide_bonds,num_bridgehead_atoms,num_spiro_atoms,num_hetero_cycles,num_aromatic_hetero_cycles,num_saturated_rings,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,fp_pc17,fp_pc18,fp_pc19,fp_pc20,fp_pc21,fp_pc22,fp_pc23,fp_pc24,fp_pc25,fp_pc26,fp_pc27,fp_pc28,fp_pc29,fp_pc30,fp_pc31,fp_pc32
S23,170.17499999999998,1.9326,40.32,0,4,0,0,3,4,0,0,0,0.3076923076923077,13,13,0.0,0,0,0,3,0,0,-1.494720421684986,-1.118095078371061,-0.35179779183448356,0.06375921665870704,-0.07844768672444649,-1.4299008091994314,0.36861442884447837,-0.5654293714011567,0.33036591205340804,-0.3269917729678082,-0.9624201385797123,0.4297735118659619,0.22916316317520358,0.13626923002903976,0.5152117423390019,-1.4462685258009984,-0.8089170267752526,0.7356668202869897,0.5549461655766288,-0.6662206658363422,-0.7621491029621935,-0.030250574686651273,-0.28170774242507235,-0.6776041560538055,0.06093952615068758,-0.15279332324411626,0.26245907876816066,0.6806552631132837,-0.21686943965439748,-0.392415710605493,-0.10522078930089752,0.10072737742032013
S24,171.16299999999998,1.4047,52.68,0,5,0,0,3,5,0,0,0,0.38461538461538464,13,13,0.0,0,0,0,3,0,0,-1.4328944659242042,-1.062496491548466,-0.4839233638452175,-0.3520891949228406,-0.38764362771112293,-0.28826791332704826,-0.10964814869023587,-0.6092149616565412,0.6694489867617734,-0.18849878918600468,0.5033182537979773,-0.30585737831396675,-0.4261406317976403,-0.4622083292763082,1.877643289391439,-1.6131915325076125,0.3974849153095975,0.7007275292822817,0.7140923343530637,-0.13877392374072417,-0.30077971878259996,-0.20312564008480427,-0.1640003915105016,-0.5498927227323632,0.13766576654016877,-0.021322592902901186,0.17626871256530918,0.789542326388103,-0.21574264051166445,-0.12277063542677279,0.05789609968675949,0.11716662743337117
S25,170.17499999999998,1.0657999999999999,40.32,0,4,0,0,3,4,0,0,0,0.3076923076923077,13,13,0.0,0,0,0,3,0,0,-1.3682809932906612,-1.1340237440623866,-0.20010044847535402,-0.28751526952585316,-0.34166713342376315,-0.4010681832551919,-0.12698734641835396,-0.23383276225330502,0.3155110292250774,-0.3715394236630068,0.1803767187358255,-0.08155668451878817,-0.29675086800311995,-0.31239943699543843,1.6930530142579372,-1.5907450376972134,0.4162400539058666,0.4510574978167108,0.9475041207753181,-0.2084438312782647,-0.46508922826671867,-0.23892901120794824,-0.10821156450529895,-0.14130115263928383,0.06300127545064488,0.0016751945794268308,-0.09792831766049258,0.28418701196738183,0.02175005195756896,-0.17876832995347908,0.03648846125928365,0.03785259291991918
S26,170.17499999999998,1.0657999999999999,40.32,0,4,0,0,3,4,0,0,0,0.3076923076923077,13,13,0.0,0,0,0,3,0,0,-2.0278103316978173,-1.2319053047581479,-1.0973207868916308,-0.25022043201812755,-0.6557120447558509,-0.6682989529263705,0.5448197980779803,0.03057447616599819,-0.5194131073517358,-0.17530877857853758,-1.3584406043854322,0.29481042052145945,0.3462767891761683,0.12098282955267797,0.27793710471723637,-1.0079895558357341,-0.7260610806999421,0.33984302764289254,0.5663550508567481,-0.8327580241426915,-0.7956485591835234,-0.15901653393092074,-0.16429805123166258,-0.3275107012940901,0.003389879092422797,-0.18398082580520253,0.013702179706587159,0.6601102354722287,0.13609561868036155,-0.5641601469856338,0.15012766036726352,-0.14961648843569966
S27,171.16299999999998,0.5378999999999999,52.68,0,5,0,0,3,5,0,0,0,0.38461538461538464,13,13,0.0,0,0,0,3,0,0,-2.08211524399953,-1.1625044600590326,-1.0161378627791886,-0.5633489251262634,-0.9016125347970942,0.5132672729317704,-0.0013717141252111986,0.25386145108279834,-0.16123821112948222,-0.12497333881273792,0.19431476036802015,-0.40682719895125213,-0.29857803542845407,-0.44451590242982814,1.615605724078886,-1.2111454725638715,0.6944577629269387,0.2086371464757928,0.8934565385048591,-0.2124835871890866,-0.4122683232514079,-0.3585581957107629,-0.006429774955492573,0.10448815375375164,0.14923560095980376,0.08363936712117716,-0.3144793554595058,0.1776642328343376,0.1640201042198993,0.01823817922000269,0.2144214912356404,0.03356119442092367
S28,170.175,1.0657999999999999,40.32,0,4,0,0,3,4,0,0,0,0.3076923076923077,13,13,0.0,0,0,0,3,0,0,-1.29222373134746,-1.0125222720074085,-0.14881617082585985,-0.15561600426453215,-0.21367960702339023,-1.1977296299496674,0.38533524766929683,-0.6968134651612343,0.5317237910068181,-0.41470866274209545,-0.7231936420002325,0.6663879043121794,-0.14649065102935574,0.02247251787342451,0.5603698973018811,-1.6828805378829583,-0.511396544829797,0.5626018959129783,0.9644615095982919,-0.7719298356285633,-0.8646406814041525,-0.1055411896243475,-0.09242683734622503,-0.5600552283796721,0.1353124139493351,0.21881195159552563,0.19527041745177925,0.2525210194415947,-0.17493038853512355,-0.07724842673957776,0.022874613110119763,0.4507068638314956
S29,171.163,0.5378999999999999,52.68,0,5,0,0,3,5,0,0,0,0.38461538461538464,13,13,0.0,0,0,0,3,0,0,-1.178600836731078,-1.1479142906175166,-0.060306503960934066,-0.31163651063795317,-0.2916921424551649,-0.3010443753031714,0.047024476012746064,-0.2635662483637118,0.31796094895692534,-0.5236977045202904,0.22639588561260743,-0.24812034286297618,-0.4099825909879643,-0.2767340502933935,1.8477953089872674,-2.006525842413137,0.22886221745170252,1.017714372162933,0.8161764002852978,-0.23758809033350897,-0.5676526144236681,-0.16697252063271312,-0.246228236753338,-0.18625138480270942,0.10315707764904541,0.11576762489095514,0.11681878255141648,0.4030254878662753,-0.055560679307700575,-0.05102111391176588,-0.10169787639735897,0.25976199115765397
S30,171.16299999999998,1.4046999999999998,52.68,0,5,0,0,3,5,0,0,0,0.38461538461538464,13,13,0.0,0,0,0,3,0,0,-1.3593816345285685,-1.1985189502334188,-0.3971266716164533,0.07093164028551124,-0.1106806020033046,-1.45523220969466,0.677010319219032,-0.5615730835273811,0.22268599502803538,-0.5666164252251731,-0.9979890721524382,0.35512947940862893,0.005790344549336503,0.14845789620384742,0.6462057748280994,-1.7146557060428873,-0.7478559011305793,0.8361388099744294,0.7472550448935062,-0.6820311066773996,-0.7828325204637232,0.11581518270233417,-0.28176915216465126,-0.5778059525726599,-0.08555568224762422,-0.13236300684132188,0.6489806568125541,0.5810489492316036,-0.19824181199802154,-0.6630154576829297,0.012320798674952865,0.2619654293215463
S31,172.15099999999998,0.8767999999999999,65.03999999999999,0,6,0,0,3,6,0,0,0,0.46153846153846156,13,13,0.0,0,0,0,3,0,0,-1.4409985018652303,-1.1608787221816073,-0.3766884439471988,-0.2786779411487389,-0.437732138179493,-0.31188362572581685,0.1701931455287069,-0.347236415874246,0.5881173526058673,-0.44098806722932715,0.4682164624223435,-0.3853491008877626,-0.5915966935900825,-0.4108582438919139,1.9533811819221518,-1.9570123547981062,0.5431575897718308,0.810239692038643,0.9515203243964192,-0.14785454328003916,-0.42215909247810646,0.02432051354599364,-0.24062192408856425,-0.24957476517263766,0.003219838150631593,-0.04958543671433879,0.4613533202243587,0.6113622544173299,-0.14031954843909564,-0.5059470588470139,0.11223400340627435,0.3409072791213906
S32,170.17499999999998,1.9325999999999999,40.32,0,4,0,0,3,4,0,0,0,0.3076923076923077,13,13,0.0,0,0,0,3,0,0,-1.6561680396702525,-1.3793901729459483,-0.7674846892009467,-0.02001005427895517,-0.37049083833599034,-1.4494857114679776,0.58312606216419,-0.49257013047789766,0.38276071184123506,-0.32614373295361215,-0.5801745400976337,0.14169491735697792,0.3710349299944503,0.18060158924375802,0.05480799001735456,-0.4611334885374404,-0.7788014688363852,0.536875575890375,0.11857512478549928,-0.47940066751156934,-0.5597009194486872,0.2259267959142412,-0.3354472923641472,-0.3515728902753207,-0.08652429897757222,-0.2999796339466462,0.398280004804199,0.42552730957686286,-0.20954548509920895,-0.46725868250251024,-0.07517074250905248,-0.09537345359147711
