name,SMILES,canonical_SMILES,core_type,fosc,DEST_eV,DEST_raw_eV,MW,source,method,is_INVEST
Hz_NH23,NC1=NC2=NC(N)=NC3=NC(N)=NC(=N1)N23,NC1=NC2=NC(N)=NC3=NC(N)=NC(=N1)N23,Hz,0.0,-0.185903,0.0488,218.18,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe23,CN(C)C1=NC2=NC(N(C)C)=NC3=NC(N(C)C)=NC(=N1)N23,CN(C)C1=NC2=NC(N(C)C)=NC3=NC(N(C)C)=NC(=N1)N23,Hz,0.0,-0.149763,0.1145,302.35,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt23,CCN(CC)C1=NC2=NC(N(CC)CC)=NC3=NC(N(CC)CC)=NC(=N1)N23,CCN(CC)C1=NC2=NC(N(CC)CC)=NC3=NC(N(CC)CC)=NC(=N1)N23,Hz,4.1e-05,-0.157684,0.1001,386.51,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NHPh3,c1ccc(NC2=NC3=NC(Nc4ccccc4)=NC4=NC(Nc5ccccc5)=NC(=N2)N34)cc1,c1ccc(NC2=NC3=NC(Nc4ccccc4)=NC4=NC(Nc5ccccc5)=NC(=N2)N34)cc1,Hz,0.0,-0.092334,0.2189,446.48,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NPh23,c1ccc(N(C2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)c2ccccc2)cc1,c1ccc(N(C2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)c2ccccc2)cc1,Hz,0.571781,-0.074841,0.2507,674.77,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NPh22_CF31,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N32,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N32,Hz,0.431669,-0.066865,0.2652,575.56,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NH21_NPh22,NC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,NC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,Hz,0.540929,-0.071046,0.2576,522.58,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NH21_POZ2,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.71229,-0.086888,0.2288,550.54,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NH21_Cz2,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.069769,-0.112247,0.1827,518.54,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NH21_DMAC2,CC1(C)c2ccccc2N(C2=NC3=NC(N)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(N)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,Hz,0.041766,-0.080892,0.2397,602.71,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_NEt22,CCN(CC)C1=NC2=NC(N(C)C)=NC3=NC(N(CC)CC)=NC(=N1)N23,CCN(CC)C1=NC2=NC(N(C)C)=NC3=NC(N(CC)CC)=NC(=N1)N23,Hz,8.5e-05,-0.152073,0.1103,358.45,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_NHPh2,CN(C)C1=NC2=NC(Nc3ccccc3)=NC3=NC(Nc4ccccc4)=NC(=N1)N32,CN(C)C1=NC2=NC(Nc3ccccc3)=NC3=NC(Nc4ccccc4)=NC(=N1)N32,Hz,0.019324,-0.060429,0.2769,398.43,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_NPh22,CN(C)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,CN(C)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,Hz,0.587085,-0.071706,0.2564,550.63,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_POZ2,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.708119,-0.086668,0.2292,578.6,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_Cz2,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.149546,-0.106031,0.194,546.6,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NMe21_DMAC2,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC(=N1)N23,Hz,0.091632,-0.078802,0.2435,630.76,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt21_NHPh2,CCN(CC)C1=NC2=NC(Nc3ccccc3)=NC3=NC(Nc4ccccc4)=NC(=N1)N32,CCN(CC)C1=NC2=NC(Nc3ccccc3)=NC3=NC(Nc4ccccc4)=NC(=N1)N32,Hz,0.017117,-0.070991,0.2577,426.49,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt21_NPh22,CCN(CC)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,CCN(CC)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N(c4ccccc4)c4ccccc4)=NC(=N1)N23,Hz,0.623411,-0.061639,0.2747,578.68,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt21_POZ2,CCN(CC)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,CCN(CC)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.695128,-0.088428,0.226,606.65,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt21_Cz2,CCN(CC)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,CCN(CC)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.121286,-0.106581,0.193,574.65,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NEt21_DMAC2,CCN(CC)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC(=N1)N23,CCN(CC)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC(=N1)N23,Hz,0.092076,-0.074676,0.251,658.81,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NHPh1_NPh22,c1ccc(NC2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)cc1,c1ccc(NC2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)cc1,Hz,0.59188,-0.073686,0.2528,598.67,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NHPh1_POZ2,c1ccc(NC2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6Oc6ccccc65)=NC(=N2)N34)cc1,c1ccc(NC2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6Oc6ccccc65)=NC(=N2)N34)cc1,Hz,0.631031,-0.096074,0.2121,626.64,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NHPh1_Cz2,c1ccc(NC2=NC3=NC(n4c5ccccc5c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)cc1,c1ccc(NC2=NC3=NC(n4c5ccccc5c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)cc1,Hz,0.018538,-0.117088,0.1739,594.64,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NHPh1_DMAC2,CC1(C)c2ccccc2N(C2=NC3=NC(Nc4ccccc4)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(Nc4ccccc4)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,Hz,0.057634,-0.092829,0.218,678.8,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NPh21_POZ2,c1ccc(N(C2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6Oc6ccccc65)=NC(=N2)N34)c2ccccc2)cc1,c1ccc(N(C2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6Oc6ccccc65)=NC(=N2)N34)c2ccccc2)cc1,Hz,0.593753,-0.102455,0.2005,702.74,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NPh21_Cz2,c1ccc(N(C2=NC3=NC(n4c5ccccc5c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)c2ccccc2)cc1,c1ccc(N(C2=NC3=NC(n4c5ccccc5c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)c2ccccc2)cc1,Hz,0.428131,-0.098,0.2086,670.74,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_NPh21_DMAC2,CC1(C)c2ccccc2N(C2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(N(c4ccccc4)c4ccccc4)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,Hz,0.380877,-0.079902,0.2415,754.9,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_Cz2,c1ccc2c(c1)Oc1ccccc1N2C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,c1ccc2c(c1)Oc1ccccc1N2C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.462485,-0.125119,0.1593,684.72,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_DMAC2,CC1(C)c2ccccc2N(C2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC4=NC(N5c6ccccc6C(C)(C)c6ccccc65)=NC(=N2)N34)c2ccccc21,Hz,0.555278,-0.090629,0.222,768.88,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_DMAC2,CC1(C)c2ccccc2N(C2=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(N4c5ccccc5C(C)(C)c5ccccc54)=NC4=NC(n5c6ccccc6c6ccccc65)=NC(=N2)N34)c2ccccc21,Hz,0.047097,-0.09789,0.2088,752.89,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NPh21_CN1,N#CC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,N#CC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.217436,-0.161755,0.0927,546.55,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NMe21_CN1,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,Hz,0.143147,-0.153393,0.1079,422.41,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NH21_CN1,N#CC1=NC2=NC(N)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,N#CC1=NC2=NC(N)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.139612,-0.150588,0.113,394.36,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NPh21_CF31,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23,Hz,0.393171,-0.120608,0.1675,589.54,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NMe21_CF31,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,Hz,0.243242,-0.116593,0.1748,465.4,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NH21_CF31,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,Hz,0.228922,-0.091014,0.2213,437.35,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NPh21_SO2Ph1,O=S(=O)(C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23)c1ccccc1,O=S(=O)(C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(N4c5ccccc5Oc5ccccc54)=NC(=N1)N23)c1ccccc1,Hz,0.352577,-0.13117,0.1483,661.71,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NMe21_SO2Ph1,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,Hz,0.240061,-0.109166,0.1883,537.57,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_POZ1_NH21_SO2Ph1,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,NC1=NC2=NC(N3c4ccccc4Oc4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,Hz,0.225481,-0.104546,0.1967,509.51,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NPh21_CN1,N#CC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,N#CC1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.050775,-0.116263,0.1754,530.56,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NMe21_CN1,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,Hz,0.001011,-0.108011,0.1904,406.41,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NH21_CN1,N#CC1=NC2=NC(N)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,N#CC1=NC2=NC(N)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.00119,-0.129465,0.1514,378.36,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NPh21_CF31,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,FC(F)(F)C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23,Hz,0.0063,-0.107791,0.1908,573.54,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NMe21_CF31,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,Hz,0.002818,-0.096129,0.212,449.4,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NH21_CF31,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,Hz,0.002909,-0.115988,0.1759,421.35,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NPh21_SO2Ph1,O=S(=O)(C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23)c1ccccc1,O=S(=O)(C1=NC2=NC(N(c3ccccc3)c3ccccc3)=NC3=NC(n4c5ccccc5c5ccccc54)=NC(=N1)N23)c1ccccc1,Hz,0.002111,-0.143437,0.126,645.71,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NMe21_SO2Ph1,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,CN(C)C1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,Hz,0.002392,-0.173746,0.0709,521.57,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_Cz1_NH21_SO2Ph1,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,NC1=NC2=NC(n3c4ccccc4c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,Hz,0.002499,-0.158949,0.0978,493.51,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_DMAC1_NPh21_CN1,CC1(C)c2ccccc2N(C2=NC3=NC(C#N)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(C#N)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N34)c2ccccc21,Hz,0.250962,-0.065655,0.2674,572.64,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_DMAC1_NMe21_CN1,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(C#N)=NC(=N1)N32,Hz,0.209008,0.035781,0.4518,448.49,this_work,ΔDFT_PBE0/def2-SVP,False
Hz_DMAC1_NH21_CN1,CC1(C)c2ccccc2N(C2=NC3=NC(C#N)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(C#N)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,Hz,0.135073,0.0327,0.4462,420.44,this_work,ΔDFT_PBE0/def2-SVP,False
Hz_DMAC1_NPh21_CF31,CC1(C)c2ccccc2N(C2=NC3=NC(C(F)(F)F)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N43)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(C(F)(F)F)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N43)c2ccccc21,Hz,0.400913,-0.049702,0.2964,615.62,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_DMAC1_NMe21_CF31,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(C(F)(F)F)=NC(=N1)N23,Hz,0.074872,0.02973,0.4408,491.48,this_work,ΔDFT_PBE0/def2-SVP,False
Hz_DMAC1_NH21_CF31,CC1(C)c2ccccc2N(C2=NC3=NC(C(F)(F)F)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(C(F)(F)F)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,Hz,0.026185,0.016363,0.4165,463.43,this_work,ΔDFT_PBE0/def2-SVP,False
Hz_DMAC1_NPh21_SO2Ph1,CC1(C)c2ccccc2N(C2=NC3=NC(S(=O)(=O)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N43)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(S(=O)(=O)c4ccccc4)=NC4=NC(N(c5ccccc5)c5ccccc5)=NC(=N2)N43)c2ccccc21,Hz,0.387,-0.0689,0.2615,687.79,this_work,ΔDFT_PBE0/def2-SVP,True
Hz_DMAC1_NMe21_SO2Ph1,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,CN(C)C1=NC2=NC(N3c4ccccc4C(C)(C)c4ccccc43)=NC3=NC(S(=O)(=O)c4ccccc4)=NC(=N1)N23,Hz,0.007223,0.019278,0.4218,563.65,this_work,ΔDFT_PBE0/def2-SVP,False
Hz_DMAC1_NH21_SO2Ph1,CC1(C)c2ccccc2N(C2=NC3=NC(S(=O)(=O)c4ccccc4)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,CC1(C)c2ccccc2N(C2=NC3=NC(S(=O)(=O)c4ccccc4)=NC4=NC(N)=NC(=N2)N43)c2ccccc21,Hz,0.011867,0.004151,0.3943,535.59,this_work,ΔDFT_PBE0/def2-SVP,False
5AP_core,c1cnc2nc3nccnc3nc2n1,c1cnc2nc3nccnc3nc2n1,5AP,3e-05,-0.095304,0.2135,184.16,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe22,CN(C)c1nc2nc3nccnc3nc2nc1N(C)C,CN(C)c1nc2nc3nccnc3nc2nc1N(C)C,5AP,6.4e-05,-0.046347,0.3025,270.3,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NEt22,CCN(CC)c1nc2nc3nccnc3nc2nc1N(CC)CC,CCN(CC)c1nc2nc3nccnc3nc2nc1N(CC)CC,5AP,0.000365,-0.045522,0.304,326.41,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NPh22,c1ccc(N(c2ccccc2)c2nc3nc4nccnc4nc3nc2N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2nc3nc4nccnc4nc3nc2N(c2ccccc2)c2ccccc2)cc1,5AP,0.000586,-0.095634,0.2129,518.58,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_Cz2,c1ccc2c(c1)c1ccccc1n2-c1nc2nc3nccnc3nc2nc1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1nc2nc3nccnc3nc2nc1-n1c2ccccc2c2ccccc21,5AP,1.7e-05,-0.111092,0.1848,514.55,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_CF32,FC(F)(F)c1nc2nc3nccnc3nc2nc1C(F)(F)F,FC(F)(F)c1nc2nc3nccnc3nc2nc1C(F)(F)F,5AP,1.8e-05,-0.097065,0.2103,320.16,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_CN2,N#Cc1nc2nc3nccnc3nc2nc1C#N,N#Cc1nc2nc3nccnc3nc2nc1C#N,5AP,1.2e-05,-0.10141,0.2024,234.18,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_Me2,Cc1nc2nc3nccnc3nc2nc1C,Cc1nc2nc3nccnc3nc2nc1C,5AP,3.2e-05,-0.09899,0.2068,212.22,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_OMe2,COc1nc2nc3nccnc3nc2nc1OC,COc1nc2nc3nccnc3nc2nc1OC,5AP,3.4e-05,-0.086338,0.2298,244.21,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_Ph2,c1ccc(-c2nc3nc4nccnc4nc3nc2-c2ccccc2)cc1,c1ccc(-c2nc3nc4nccnc4nc3nc2-c2ccccc2)cc1,5AP,2.3e-05,-0.104051,0.1976,336.36,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_NEt2,CCN(CC)c1nc2nc3nccnc3nc2nc1N(C)C,CCN(CC)c1nc2nc3nccnc3nc2nc1N(C)C,5AP,0.000143,-0.042551,0.3094,298.35,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_NPh2,CN(C)c1nc2nc3nccnc3nc2nc1N(c1ccccc1)c1ccccc1,CN(C)c1nc2nc3nccnc3nc2nc1N(c1ccccc1)c1ccccc1,5AP,7.2e-05,-0.093984,0.2159,394.44,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_Cz,CN(C)c1nc2nc3nccnc3nc2nc1-n1c2ccccc2c2ccccc21,CN(C)c1nc2nc3nccnc3nc2nc1-n1c2ccccc2c2ccccc21,5AP,0.000895,-0.084688,0.2328,392.43,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_CF3,CN(C)c1nc2nc3nccnc3nc2nc1C(F)(F)F,CN(C)c1nc2nc3nccnc3nc2nc1C(F)(F)F,5AP,9e-05,-0.075996,0.2486,295.23,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_CN,CN(C)c1nc2nc3nccnc3nc2nc1C#N,CN(C)c1nc2nc3nccnc3nc2nc1C#N,5AP,8.9e-05,-0.092224,0.2191,252.24,this_work,ΔDFT_PBE0/def2-SVP,True
5AP_NMe2_Me,Cc1nc2nc3nccnc3nc2nc1N(C)C,Cc1nc2nc3nccnc3nc2nc1N(C)C,5AP,2e-05,-0.081717,0.2382,241.26,this_work,ΔDFT_PBE0/def2-SVP,True
